subj,session,trial,rt,object_response,category,condition,imagename
subject-06,2,1,0.735697031021118,cat,cat,1-10-10,1281_eid_s06_1-10-10_cat_10_n02123597_11804.JPEG
subject-06,2,2,0.556081771850586,cat,bicycle,64-10-10,1282_eid_s06_64-10-10_bicycle_10_n03792782_7003.JPEG
subject-06,2,3,0.542808055877686,clock,cat,32-0-10,1283_eid_s06_32-0-10_cat_10_n02123045_10095.JPEG
subject-06,2,4,1.0669858455658,chair,oven,2-10-10,1284_eid_s06_2-10-10_oven_10_n04111531_10216.JPEG
subject-06,2,5,0.605162143707275,knife,elephant,32-3-10,1285_eid_s06_32-3-10_elephant_10_n02504458_1985.JPEG
subject-06,2,6,0.953888893127441,bear,bear,8-3-10,1286_eid_s06_8-3-10_bear_10_n02133161_5723.JPEG
subject-06,2,7,0.585976123809814,clock,knife,128-10-10,1287_eid_s06_128-10-10_knife_10_n03041632_14801.JPEG
subject-06,2,8,0.76403284072876,bird,cat,2-3-10,1288_eid_s06_2-3-10_cat_10_n02125311_34814.JPEG
subject-06,2,9,0.849745035171509,truck,elephant,64-0-10,1289_eid_s06_64-0-10_elephant_10_n02504013_10156.JPEG
subject-06,2,10,0.719690084457397,airplane,dog,128-3-10,1290_eid_s06_128-3-10_dog_10_n02086240_4013.JPEG
subject-06,2,11,NaN,na,cat,2-10-10,1291_eid_s06_2-10-10_cat_10_n02123597_2667.JPEG
subject-06,2,12,0.51230001449585,cat,bird,128-3-10,1292_eid_s06_128-3-10_bird_10_n01614925_30096.JPEG
subject-06,2,13,0.690796852111816,cat,car,32-3-10,1293_eid_s06_32-3-10_car_10_n03100240_5291.JPEG
subject-06,2,14,0.761002063751221,bicycle,dog,16-0-10,1294_eid_s06_16-0-10_dog_10_n02097130_9081.JPEG
subject-06,2,15,0.679798126220703,truck,truck,2-10-10,1295_eid_s06_2-10-10_truck_10_n03417042_6623.JPEG
subject-06,2,16,0.91196084022522,cat,knife,128-3-10,1296_eid_s06_128-3-10_knife_10_n03041632_5102.JPEG
subject-06,2,17,0.727547168731689,airplane,keyboard,128-0-10,1297_eid_s06_128-0-10_keyboard_10_n03085013_21055.JPEG
subject-06,2,18,0.600150108337402,bear,bear,2-10-10,1298_eid_s06_2-10-10_bear_10_n02134084_11793.JPEG
subject-06,2,19,0.549021005630493,cat,clock,128-0-10,1299_eid_s06_128-0-10_clock_10_n03196217_379.JPEG
