subj,session,trial,rt,object_response,category,condition,imagename
subject-04,1,1,1.50007104873657,oven,bear,1.5,0001_hp_s04_1.5_bear_10_n02133161_1551.png
subject-04,1,2,0.989723920822144,boat,dog,0.55,0002_hp_s04_0.55_dog_10_n02099601_4798.png
subject-04,1,3,0.705967903137207,car,car,0.7,0003_hp_s04_0.7_car_10_n04285008_2382.png
subject-04,1,4,0.874265909194946,car,dog,0.4,0004_hp_s04_0.4_dog_10_n02094258_3668.png
subject-04,1,5,0.696363925933838,oven,cat,0.7,0005_hp_s04_0.7_cat_10_n02123159_5429.png
subject-04,1,6,0.742499113082886,keyboard,bicycle,0.4,0006_hp_s04_0.4_bicycle_10_n02835271_3342.png
subject-04,1,7,NaN,na,dog,1.5,0007_hp_s04_1.5_dog_10_n02088632_4092.png
subject-04,1,8,0.600892066955566,clock,clock,inf,0008_hp_s04_inf_clock_10_n04548280_6394.png
subject-04,1,9,0.814939975738525,bicycle,bicycle,3,0009_hp_s04_3_bicycle_10_n03792782_5416.png
subject-04,1,10,0.669650793075562,airplane,airplane,1,0010_hp_s04_1_airplane_10_n02690373_2217.png
subject-04,1,11,0.667620897293091,oven,bird,0.45,0011_hp_s04_0.45_bird_10_n01530575_1513.png
subject-04,1,12,0.581773996353149,oven,bird,0.45,0012_hp_s04_0.45_bird_10_n01829413_1415.png
subject-04,1,13,0.750231027603149,truck,truck,3,0013_hp_s04_3_truck_10_n04467665_68386.png
subject-04,1,14,0.596630096435547,oven,keyboard,0.4,0014_hp_s04_0.4_keyboard_10_n04505470_4202.png
subject-04,1,15,0.586862087249756,car,car,1,0015_hp_s04_1_car_10_n04285008_5528.png
subject-04,1,16,0.809070110321045,oven,bicycle,0.45,0016_hp_s04_0.45_bicycle_10_n03792782_4083.png
subject-04,1,17,1.24748396873474,chair,boat,1,0017_hp_s04_1_boat_10_n02951358_9292.png
subject-04,1,18,0.853044986724854,bicycle,bicycle,1,0018_hp_s04_1_bicycle_10_n03792782_15016.png
subject-04,1,19,0.69133186340332,oven,bicycle,0.4,0019_hp_s04_0.4_bicycle_10_n02835271_10770.png
subject-04,1,20,1.35732197761536,dog,boat,1.5,0020_hp_s04_1.5_boat_10_n03344393_9782.png
subject-04,1,21,0.94173002243042,keyboard,keyboard,1.5,0021_hp_s04_1.5_keyboard_10_n03085013_8334.png
